"","OBS","ARIMA","ETS","NNAR","FTS_GA"
"1",-0.7,-0.49961962903366,-0.71196531059156,NA,NA
"2",-0.7,-0.668199980096151,-0.601624093445373,NA,NA
"3",-0.5,-0.650225117079287,-0.638803753564582,NA,NA
"4",-0.4,-0.414575358038287,-0.432084639929043,NA,NA
"5",-0.3,-0.309937585188987,-0.329907851016727,NA,NA
"6",-0.3,-0.210447851570994,-0.236088691314905,NA,NA
"7",-0.1,-0.224675909581113,-0.258684045313253,-0.292999963364873,NA
"8",-0.1,-0.0128818345701099,-0.0418538147615017,0.0754638179322271,NA
"9",-0.1,-0.0330328649895033,-0.0531511498525562,-0.0924609419861634,NA
"10",-0.2,-0.0477712733451161,-0.0753535511346908,-0.0873808742658486,NA
"11",-0.3,-0.16961248554947,-0.206829125481384,-0.251092516622916,NA
"12",-0.3,-0.282373773301247,-0.331618695920401,-0.329026266591189,NA
"13",-0.3,-0.277451192192904,-0.325960125422304,-0.26911244555311,NA
"14",-0.1,-0.273831481662119,-0.313699585562288,-0.287052869474603,NA
"15",0,-0.0490637923181355,-0.069276089572749,0.0435695447834211,NA
"16",0.1,0.0516318566680227,0.0525501945638052,0.0572241139694542,NA
"17",0.2,0.148934619587824,0.155768755482033,0.169516639307517,NA
"18",0.4,0.24374888211143,0.256206099723448,0.282979948371079,NA
"19",0.7,0.447793490049877,0.474897826478369,0.559198368553259,NA
"20",0.8,0.755402121524285,0.812027548350147,0.916381338125395,NA
"21",0.9,0.829250789958625,0.903232988101137,0.855501380956812,NA
"22",1,0.906858672074032,0.981136330042083,0.961315947122945,NA
"23",1.2,0.987224392511091,1.06819945884198,1.09061762719887,NA
"24",1.3,1.18066920146272,1.28046908532221,1.34770020410044,NA
"25",1.1,1.25839021729657,1.37730060613697,1.34886514547421,NA
"26",0.9,1.00567121667456,1.11149921718083,0.825418661375473,NA
"27",0.6,0.773409669873232,0.850224088524761,0.717375660152419,NA
"28",0.4,0.445100168966727,0.498616191230568,0.359773806237854,NA
"29",0,0.245008788785452,0.282877480573057,0.229627251232713,NA
"30",-0.3,-0.170756012529288,-0.153400561617666,-0.305783074160052,NA
