"","OBS","ARIMA","ETS","FTS_SA"
"1",1899,1897.10100138908,2724.75,NA
"2",3878,2241.82615197398,2468.03736533039,NA
"3",2893,2953.31281829958,2906.37248217173,NA
"4",1745,2897.71852883046,2902.21518864418,NA
"5",2860,2511.58269092971,2542.45526135803,874.763158464872
"6",2376,2624.4932229785,2641.17490590209,2183.02127363165
"7",3686,2547.13722662879,2558.73621532699,1593.60286428456
"8",3863,2914.32857558027,2909.1847241142,3155.34095902969
"9",3770,3218.61599911707,3205.71083063647,3178.72548083376
"10",3305,3395.01985014296,3381.13942207799,3069.21292090517
"11",2758,3366.16078906008,3357.46887815566,2556.10004375267
"12",3301,3171.75810075169,3171.10347081231,1972.69072548324
"13",2943,3213.05991861921,3211.48625039718,2608.33025829367
"14",3417,3126.75125994552,3128.01811511165,2179.43452180897
"15",5175,3219.52398978819,3217.85801949128,2776.03813737217
"16",2908,3844.47177934423,3826.30255384052,4660.0232084112
"17",4466,3545.18795096226,3540.81679178151,2061.84825274798
"18",4702,3839.46783065025,3828.44164062662,3976.13016255408
"19",4989,4115.12159793578,4100.0171392308,4026.8880234563
"20",5166,4394.40115754574,4376.3878717336,4320.83899150724
"21",4178,4640.99339322164,4621.86581277428,4486.94497732641
"22",3867,4493.02714673666,4483.87494115811,3413.90185400244
"23",6239,4292.95763805978,4292.09826370566,3110.44768771091
"24",3696,4914.88556939709,4897.35926784366,5741.07385688175
"25",3633,4525.34678143762,4523.87564346232,2756.22900941476
"26",3383,4240.16522752281,4246.91647471125,2914.26633377409
"27",2851,3966.22720745482,3978.33848578288,2635.61895771377
"28",3627,3609.81618861971,3627.86675360029,2084.25340379474
"29",3832,3615.30789443973,3627.59729359383,2970.71613668122
"30",3934,3684.55966084749,3691.14286706658,3151.83451277586
"31",2995,3764.27730466855,3766.64331447033,3247.74156333837
"32",6034,3518.42703688399,3526.75159387346,2228.12982943226
"33",4270,4322.36897422628,4306.21552860905,5637.05323456706
"34",3562,4305.63258247081,4294.95669268392,3351.92521953087
"35",5413,4067.97800922928,4067.09203185726,2746.10502383675
"36",5554,4497.82822659952,4485.51356443339,4831.26182151183
"37",5518,4835.36595422835,4817.68912360147,4864.43533353923
"38",4631,5053.52624823969,5035.40471569114,4817.64443019791
"39",6006,4918.49276856723,4909.68167598435,3856.21911640947
"40",5889,5266.04487033885,5250.50972974714,5421.99499054319
"41",6748,5465.13261740412,5449.00627166361,5161.31290101985
"42",7996,5875.11909126691,5852.84290795853,6162.1244895097
"43",7071,6552.92296799723,6519.1166029132,7448.16597999194
"44",5077,6718.49314182946,6690.68843566714,6374.06645827404
"45",6038,6193.89489089663,6189.01818455483,4139.68543623594
"46",8319,6144.07306404294,6142.06901587171,5350.79527079154
"47",4952,6839.14929521024,6818.84248051533,7883.47336573501
"48",7382,6236.04277329504,6238.47063469488,4045.43313804875
"49",7304,6602.27467609986,6593.97585563287,7000.81266226651
"50",6360,6826.53627559884,6814.71114934104,6584.3819750383
"51",7762,6677.43780668712,6673.34863385695,5577.30243755627
"52",6399,7024.04871546357,7011.79315149455,7178.04008957287
"53",6121,6824.29188765583,6821.28543798846,5514.42564569524
"54",5630,6599.52963628979,6603.57775429875,5369.36758628283
"55",7338,6289.68152394354,6300.90780532902,4846.58537308222
"56",5715,6624.70944757341,6623.32339078379,6772.06560663324
"57",4932,6333.97903092226,6340.93999292713,4843.4420245175
"58",7090,5885.92614009712,5902.92279925386,4104.81686819864
"59",5135,6270.73130607851,6271.96635451848,6534.88185517146
"60",6118,5907.76746449071,5918.50146999031,4211.81671212444
"61",2269,5974.95484262037,5980.52241246867,5549.56450102655
"62",6468,4790.5835047615,4826.66870718241,1079.98383527531
"63",5720,5326.66235703576,5336.9326860439,6253.8455777774
"64",6574,5452.36756668112,5456.02226451375,4898.45356839415
"65",9880,5810.82560571553,5803.58388725506,5987.41795399984
"66",7920,7111.27683245851,7070.87728151772,9554.61401326105
"67",8462,7369.73344636083,7334.85612525905,7136.41819094658
"68",7941,7718.80656094779,7685.26735594202,7830.8621174556
"69",8167,7789.81647656988,7764.77059642297,7153.26274299686
"70",5657,7910.35905553649,7889.81736594625,7489.91302688201
"71",7918,7190.21701586848,7195.66970775901,4703.29718841707
"72",3877,7422.80627914653,7420.23078850118,7442.40429729585
"73",6616,6289.61618240704,6318.69629142748,2638.19671329088
"74",308,6393.92388585027,6411.12331937141,6268.92532204392
