"","OBS","ARIMA","ETS","FTS_SA"
"1",3651,4314.57692307693,4213.7687109375,NA
"2",4232,4314.57692307693,4213.71191459439,NA
"3",3919,4314.57692307693,4213.71376028402,NA
"4",3514,4314.57692307693,4213.68401686807,3889.87397600705
"5",4206,4314.57692307693,4213.61340261266,3408.99681265916
"6",3090,4314.57692307693,4213.61263424474,4178.99903508899
"7",5610,4314.57692307693,4213.49923581398,3003.15479068723
"8",4861,4314.57692307693,4213.64017495117,5697.48605620598
"9",3534,4314.57692307693,4213.70550848878,4980.05628435381
"10",4666,4314.57692307693,4213.63691052567,3321.33439092338
"11",4626,4314.57692307693,4213.68256439508,4598.76382177656
"12",3960,4314.57692307693,4213.72417673438,4665.5078126132
"13",4178,4314.57692307693,4213.69857011283,3853.48665602262
"14",3991,4314.57692307693,4213.69496730373,4091.14783723218
"15",8978,4314.57692307693,4213.6724922451,3942.20792103465
"16",3688,4314.57692307693,4214.15332277915,9404.56018255954
"17",4333,4314.57692307693,4214.10022177323,3606.25104768231
"18",3694,4314.57692307693,4214.11222150326,3808.97503150867
"19",3327,4314.57692307693,4214.0597301838,3644.09755250884
"20",5476,4314.57692307693,4213.97020539712,3199.32605612739
"21",3915,4314.57692307693,4214.09757331193,5588.12021297164
"22",3595,4314.57692307693,4214.06738746814,3923.83383937528
"23",7069,4314.57692307693,4214.00490929005,3388.98372852129
"24",5518,4314.57692307693,4214.29304414475,7323.28599329595
"25",4051,4314.57692307693,4214.4246182464,5667.8169562472
"26",4000,4314.57692307693,4214.40812493306,3777.4613537351
"27",3990,4314.57692307693,4214.38648620796,3822.08606820121
"28",3248,4314.57692307693,4214.36384043606,3933.95087773543
"29",4143,4314.57692307693,4214.26631203552,3137.37591501755
"30",5106,4314.57692307693,4214.25911962089,4106.01734340849
"31",3377,4314.57692307693,4214.34911684359,5191.81957097686
"32",5105,4314.57692307693,4214.26460900436,3256.95258145155
"33",5410,4314.57692307693,4214.35450475,5056.09169471403
"34",4104,4314.57692307693,4214.47517295786,5529.76285005725
"35",4231,4314.57692307693,4214.46402346481,3968.22457866302
"36",4085,4314.57692307693,4214.46569232625,4081.31749784738
"37",2970,4314.57692307693,4214.45262625178,4032.25278801159
"38",3061,4314.57692307693,4214.32703227868,2817.12093963418
"39",3707,4314.57692307693,4214.2106349798,2925.75333693148
"40",3686,4314.57692307693,4214.15944572799,3713.48387781062
"41",4248,4314.57692307693,4214.10614225799,3684.3843690046
"42",4928,4314.57692307693,4214.10956293,4239.34904654612
"43",4622,4314.57692307693,4214.18161094088,4969.14023588683
"44",3703,4314.57692307693,4214.2227692226,4601.74519395043
"45",4877,4314.57692307693,4214.17117505391,3555.90054301965
"46",5173,4314.57692307693,4214.2380697704,4849.8716570646
"47",3727,4314.57692307693,4214.33483096286,5240.10597991152
"48",4469,4314.57692307693,4214.28564763811,3577.63679141636
"49",3842,4314.57692307693,4214.31135419122,4356.4287334173
"50",5067,4314.57692307693,4214.27377938827,3801.33037659813
"51",4295,4314.57692307693,4214.35983913194,5069.17547377707
"52",3502,4314.57692307693,4214.36797758412,4285.08169149796
"53",5105,4314.57692307693,4214.29608322452,3334.96250653177
"54",3499,4314.57692307693,4214.38597579368,5128.74341690032
"55",4269,4314.57692307693,4214.31377684845,3449.74380162873
"56",5646,4314.57692307693,4214.31929594969,4143.83257025665
"57",4244,4314.57692307693,4214.46378555424,5762.11752077493
"58",4228,4314.57692307693,4214.46676643953,4192.4184196163
"59",5339,4314.57692307693,4214.46813225494,4058.69848515063
"60",2511,4314.57692307693,4214.58162345756,5378.37000832958
"61",3153,4314.57692307693,4214.40969277889,2293.31402128601
"62",3657,4314.57692307693,4214.30257205962,2894.62578639611
"63",3003,4314.57692307693,4214.246327376,3691.21876579795
"64",4441,4314.57692307693,4214.12408468435,2940.10556897743
"65",8005,4314.57692307693,4214.14698169706,4460.71287331854
"66",5210,4314.57692307693,4214.52956620208,8377.46256147354
"67",7732,4314.57692307693,4214.63003212924,5245.97694613391
"68",6180,4314.57692307693,4214.98501588662,7655.54445645798
"69",1310,4314.57692307693,4215.18333122131,6227.94829418289
"70",1383,4314.57692307693,4214.89013121555,694.561372745162
"71",3027,4314.57692307693,4214.60432818418,861.263672530979
"72",1810,4314.57692307693,4214.48447151554,3122.47730755398
"73",3377,4314.57692307693,4214.24180357328,1800.6289566923
"74",356,4314.57692307693,4214.15730656444,3360.24409637441
