"","OBS","ARIMA","ETS","NNAR","FTS_GA"
"1",0,0,6.93889390390723e-17,NA,NA
"2",0,0,6.93949693120581e-21,NA,NA
"3",0,0,6.9401000109034e-25,0.420159693529897,NA
"4",0,0,6.94070314301282e-29,0.420159693529897,NA
"5",0,0,6.94130632753247e-33,0.420159693529897,NA
"6",0,0,6.94190956447276e-37,0.420159693529897,NA
"7",0,0,6.94251285383875e-41,0.420159693529897,NA
"8",0.142857143,0.00718720296674899,0,0.420159693529897,NA
"9",0.428571429,0.174990607228726,0.142842856044194,0.579872673849025,NA
"10",0.571428571,0.487781204342278,0.428542853659569,0.878267809686747,NA
"11",0.714285714,0.640211405738409,0.571414281186512,0.995430344286724,NA
"12",0.714285714,0.787438909895481,0.714271425615089,1.13400979310619,NA
"13",0.857142857,0.783192751895439,0.714285712571037,1.11253487947977,NA
"14",0.857142857,0.930348953941735,0.857128570044052,1.27261917251541,NA
"15",1,0.926134539758688,0.85714285557118,1.25110031806675,NA
"16",0.857142857,1.07137140132109,0.999985713044051,1.4112583752434,NA
"17",0.857142857,0.913105690603973,0.857157142526986,1.22958143384835,NA
"18",1.285714286,0.913087306533925,0.857142858428677,1.25110031806675,NA
"19",2.285714286,1.37422025388164,1.28567142513273,1.73192598136148,NA
"20",3.428571429,2.44080712913184,2.285614273023,2.79205693751736,NA
"21",4,3.64895892423996,3.42845712335149,3.9286645130627,NA
"22",5.428571429,4.24942581069393,3.99994284074532,4.39679593006008,NA
"23",6.714285714,5.75617704010451,5.42842855372562,5.92929605508485,NA
"24",7.857142857,7.10418165687062,6.71415711710918,7.16623156201107,NA
"25",8.285714286,8.29281008758406,7.85702854849285,8.26423253206254,NA
"26",9.142857143,8.7224578957941,8.28567141370074,8.56659541804022,NA
"27",10.28571429,9.6069206708752,9.14277141697766,9.47967880529023,NA
"28",11.57142857,10.7923389565053,10.2855999857799,10.6521949987714,NA
"29",13.85714286,12.1284174882745,11.571299975967,11.943855147819,NA
"30",14.85714286,14.5166072676645,13.8569142558464,14.3782372871443,NA
"31",17.28571429,15.5399526902343,14.8570428284471,15.1404248822089,NA
"32",19,18.0719832549179,17.2854714017474,17.8085886944315,NA
"33",18.71428571,19.8385017015998,18.99982853224,19.3831209266599,NA
"34",18.85714286,19.4867772261395,18.7143142667637,18.7276699092021,NA
"35",20.71428571,19.5945960928721,18.8571285758994,18.9489610372237,NA
"36",19.85714286,21.5145139058363,20.7140999781469,21.118591041043,NA
"37",21.71428571,20.5631292189813,19.8572285631592,19.7545625873941,NA
"38",23.71428571,22.4873979574205,21.7140999881465,22.1169482849051,NA
"39",25.14285714,24.5581510396914,23.7140856740451,24.1448395287801,NA
"40",28.42857143,26.0217880455093,25.1427142504366,25.4636614184276,30.1521188715594
"41",30.85714286,29.4458719179531,28.4282428157262,29.1402661470688,32.4667248147734
"42",35.42857143,31.9568224062849,30.8568999488871,31.4146179868017,37.4226044298314
"43",36.57142857,36.7261077304392,35.4281142231216,36.5044994152406,37.8709152208917
"44",36.14285714,37.8594381723967,36.5713142286293,36.918679354086,37.0648885034301
"45",35.85714286,37.3326326957216,36.1428999894324,36.144769712114,36.8132070699223
"46",35.28571429,36.9624624927823,35.8571714381963,35.8871720536286,36.173795423596
"47",33.85714286,36.2950360096257,35.2857714406811,35.2491011628808,34.5979032492614
"48",34.42857143,34.7279365032858,33.8572857352736,33.6273952441094,35.5901995890851
"49",34.42857143,35.2821744943548,34.4285142964657,34.628849055296,35.4529229702847
"50",37.85714286,35.2342899012897,34.4285714242861,34.506793169247,39.7053008513934
"51",40,38.8118190229232,37.8567999730603,38.7237352992216,41.5408537438506
"52",46.28571429,41.0228934097071,39.9997856613717,40.615691086282,48.6521737257119
"53",49.14285714,47.6070660799319,46.285085642509,47.9581003803736,50.8551368922857
"54",56.42857143,50.5519759197789,49.1425713380147,50.0620410672624,59.074909930653
"55",56.57142857,58.1703324182955,56.4278427666715,58.4683326511546,57.6300214390832
"56",58.28571429,58.2226620590214,56.5714142101718,56.9079435455087,59.7232141153536
"57",60.14285714,59.9405357084791,58.2855428450938,58.9973009483235,61.6148342608151
"58",64.71428571,61.8093664405448,60.1426713924294,60.8825566228213,66.829284701162
"59",64.85714286,66.5450631906465,64.7138285088384,66.0492412713181,65.9157357314821
"60",69.85714286,66.5926250895028,64.8571285273194,65.1327627264431,72.0699404642864
"61",67,71.7770390602834,69.8566428151139,71.1473612315087,67.4805136461797
"62",79,68.6501987630741,67.0002856891073,66.5180536423736,82.3868428360333
"63",83.42857143,81.2357016386084,78.9987999242849,81.3233395456878,85.510668842993
"64",87.14285714,85.7883488914197,83.4281284143523,83.6868749009491,89.0584604340931
"65",89.57142857,89.5792341490822,87.1424856348444,86.8561532843546,91.1810105247734
"66",96.57142857,92.0075105627596,89.5711856545977,88.6854426237454,99.2184463131388
"67",97.57142857,99.265523604973,96.5707284848726,95.3515107992526,98.8364193810931
"68",97.71428571,100.169676224516,97.5713284912949,94.9566073311375,98.7728785790832
"69",86.85714286,100.173410422726,97.7142714130357,94.9001398032227,86.0707984742411
"70",83.85714286,88.5633388144886,86.8582286672096,83.4678862586055,84.1883609259164
"71",90.57142857,85.29737999287,83.8574429946618,82.5099024103241,93.1589882194943
"72",91.57142857,92.30979842226,90.5707571130943,90.4147867212854,92.8364193810931
"73",87.42857143,93.2679764743028,91.5713284941579,90.0765313067687,87.5213070113875
"74",85.14285714,88.7949893040901,87.4289857417092,85.4352350925884,85.6323196353229
"75",86.71428571,86.3028410563539,85.1430857727279,83.8182711641264,88.117291149358
"76",89.57142857,87.8975429652756,86.7141285763517,86.0329003759236,91.2837083246753
"77",86.42857143,90.8492594864138,89.5711428151692,88.7749021240324,86.7269426199216
"78",77.71428571,87.4564589792594,86.4288857144492,84.77298138402,77.0197468763813
"79",81.14285714,78.1915561541404,77.715157245735,75.5671598275249,82.9910538666871
"80",76.57142857,81.7869030198293,81.142514340222,81.3876556604745,76.5695078368167
"81",75.71428571,76.9206916640996,76.5718857183022,75.377633755269,76.5347963405317
"82",71.14285714,75.9953399456778,75.7143714774538,75.372931331661,71.139245648375
"83",67.85714286,71.1496428246107,71.1433143311627,70.1434812715087,68.1243224713455
"84",74.28571429,67.6778699207999,67.8574715057057,67.2529676788463,76.8128862339365
"85",74.14285714,74.4798976693896,74.2850714098567,75.6926777307918,75.1330302616714
"86",71.28571429,74.3179825515042,74.1428713626629,74.0406000211582,71.6470414394305
"87",69.85714286,71.289462451758,71.2860000305375,70.6774428518703,70.5436204561614
