time;target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/85;91201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/85;67036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/86;75182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/86;79998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/86;89432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/86;93327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/86;94469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/86;85135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/86;80175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/86;75517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/86;90599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/86;84806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/86;60076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/86;56567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/87;66387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/87;59853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/87;59867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/87;74637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/87;75475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/87;76050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/87;70739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/87;67544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/87;64709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/87;66510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/87;72339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/87;69424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/88;66311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/88;75854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/88;86147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/88;74140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/88;77983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/88;87125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/88;78934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/88;95798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/88;79488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/88;82797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/88;83582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/88;78723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/89;82931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/89;73601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/89;71318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/89;64308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/89;65690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/89;95326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/89;87532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/89;99846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/89;83589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/89;77925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/89;67035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/89;86432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/90;81479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/90;68409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/90;61505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/90;29035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/90;78868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/90;44278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/90;51830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/90;97450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/90;78913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/90;87506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/90;89086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/90;75070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/91;66239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/91;50568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/91;60514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/91;40666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/91;66477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/91;78605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/91;91767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/91;86694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/91;80575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/91;90425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/91;81798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/91;66841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/92;63613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/92;74082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/92;53796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/92;59859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/92;73710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/92;82638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/92;87933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/92;83652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/92;82328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/92;90902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/92;87548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/92;64977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/93;66168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/93;73042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/93;98691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/93;88839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/93;101055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/93;102512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/93;104493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/93;115800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/93;106990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/93;109989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/93;111043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/93;94678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/94;93357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/94;95060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/94;122600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/94;94820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/94;119441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/94;109101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/94;114188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/94;127038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/94;103372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/94;108978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/94;124173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/94;109563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/95;78192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/95;110168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/95;131859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/95;117064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/95;136548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/95;153241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/95;106135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/95;140683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/95;119247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/95;134566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/95;129650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/95;102323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/96;100946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/96;121248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/96;136019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/96;130698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/96;142309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/96;121143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/96;153931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/96;161906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/96;146060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/96;148219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/96;141674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/96;118982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/97;124889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/97;136323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/97;153164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/97;172391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/97;162310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/97;170685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/97;160400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/97;173863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/97;182952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/97;192829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/97;130140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/97;101255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/98;110243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/98;105964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/98;141749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/98;137785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/98;160231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/98;146151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/98;126825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/98;134224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/98;134540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/98;92855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/98;79643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/98;59650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/99;81902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/99;78103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/99;114873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/99;109148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/99;114047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/99;116990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/99;115312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/99;129287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/99;130444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/99;109990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/99;108670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/99;81211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/00;92704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/00;126595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/00;130730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/00;129116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/00;144738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/00;145172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/00;141751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/00;161503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/00;141474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/00;140295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/00;128920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/00;122850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/01;116359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/01;135125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/01;172563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/01;159963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/01;181201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/01;153120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/01;142411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/01;139972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/01;127346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/01;117198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/01;124740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/01;104524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/02;116830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/02;116000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/02;143887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/02;152334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/02;144526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/02;130458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/02;133240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/02;127173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/02;140896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/02;157227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/02;148960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/02;122259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/03;132208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/03;141129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/03;127486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/03;130783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/03;141857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/03;124511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/03;130930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/03;130353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/03;155901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/03;161223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/03;161528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/03;146806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/04;150001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/04;148766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/04;185509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/04;163375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/04;172380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/04;179685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/04;179895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/04;192904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/04;194735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/04;182581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/04;193820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/04;180526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/05;155533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/05;176760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/05;211944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/05;197607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/05;207369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/05;213767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/05;199959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/05;210961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/05;198855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/05;182962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/05;206894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/05;194561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/06;183640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/06;190099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/06;212794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/06;184761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/06;219343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/06;205415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/06;202943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/06;221843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/06;188600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/06;207656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/06;208897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/06;177689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/07;190778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/07;190518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/07;234951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/07;212376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/07;241844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/07;232836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/07;253138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/07;263924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/07;241700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/07;283405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/07;262729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/07;217025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/08;242456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/08;239214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/08;268285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/08;283294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/08;274542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/08;292422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/08;305384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/08;299556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/08;286610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/08;280178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/08;187374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/08;91314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/09;180242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/09;196546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/09;266162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/09;244700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/09;262452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/09;276445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/09;271385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/09;284904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/09;263767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/09;306291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/09;282512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/09;240594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/10;233395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/10;236614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/10;318011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/10;274873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/10;297374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/10;283997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/10;290756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/10;308387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/10;278441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/10;293567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/10;301940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/10;264780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/11;239301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/11;295946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/11;296322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/11;283219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/11;305251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/11;296050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/11;308798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/11;326213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/11;261130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/11;270949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/11;273358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/11;261245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/12;210604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/12;219068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/12;313178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/12;266275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/12;286215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/12;277722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/12;301142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/12;333316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/12;289693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/12;323940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/12;314727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/12;268504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/13;291884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/13;242072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/13;329103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/13;352328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/13;344556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/13;323853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/13;316740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/13;343562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/13;322776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/13;322677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/13;293155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/13;231107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/14;237390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/14;281627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/14;272754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/14;277091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/14;281355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/14;215943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/14;254348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/14;264637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/14;300931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/14;293328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/14;264830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/14;207597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
