;MGLU3.SA.Close
01/07/2015;0,43125
02/07/2015;0,4175
03/07/2015;0,40625
06/07/2015;0,39875
07/07/2015;0,38875
08/07/2015;0,3725
10/07/2015;0,37875
13/07/2015;0,36875
14/07/2015;0,365
15/07/2015;0,34625
16/07/2015;0,33
17/07/2015;0,31875
20/07/2015;0,305
21/07/2015;0,35
22/07/2015;0,38125
23/07/2015;0,4475
24/07/2015;0,38
27/07/2015;0,34875
28/07/2015;0,3575
29/07/2015;0,34375
30/07/2015;0,3425
31/07/2015;0,44875
03/08/2015;0,4175
04/08/2015;0,43
05/08/2015;0,40875
06/08/2015;0,39125
07/08/2015;0,37875
10/08/2015;0,38
11/08/2015;0,39125
12/08/2015;0,3725
13/08/2015;0,36
14/08/2015;0,35625
17/08/2015;0,36875
18/08/2015;0,395
19/08/2015;0,3725
20/08/2015;0,375
21/08/2015;0,35625
24/08/2015;0,34125
25/08/2015;0,3325
26/08/2015;0,335
27/08/2015;0,3375
28/08/2015;0,33125
31/08/2015;0,31875
01/09/2015;0,31
02/09/2015;0,30875
03/09/2015;0,32125
04/09/2015;0,3075
08/09/2015;0,2975
09/09/2015;0,30375
10/09/2015;0,3
11/09/2015;0,285
14/09/2015;0,2725
15/09/2015;0,2625
16/09/2015;0,2775
17/09/2015;0,285
18/09/2015;0,2575
21/09/2015;0,25
22/09/2015;0,23875
23/09/2015;0,2375
24/09/2015;0,24375
25/09/2015;0,235
28/09/2015;0,225
29/09/2015;0,2225
30/09/2015;0,225
01/10/2015;0,205468
02/10/2015;0,203125
05/10/2015;0,21875
06/10/2015;0,226718
07/10/2015;0,243125
08/10/2015;0,249687
09/10/2015;0,240781
13/10/2015;0,217656
14/10/2015;0,211718
15/10/2015;0,210156
16/10/2015;0,202031
19/10/2015;0,199218
20/10/2015;0,195312
21/10/2015;0,1875
22/10/2015;0,1875
23/10/2015;0,185
26/10/2015;0,19375
27/10/2015;0,201562
28/10/2015;0,191875
29/10/2015;0,18375
30/10/2015;0,184375
03/11/2015;0,177031
04/11/2015;0,18375
05/11/2015;0,184218
06/11/2015;0,176875
09/11/2015;0,172812
10/11/2015;0,164062
11/11/2015;0,165
12/11/2015;0,160937
13/11/2015;0,165625
16/11/2015;0,1625
17/11/2015;0,171718
18/11/2015;0,164062
19/11/2015;0,163906
23/11/2015;0,161406
24/11/2015;0,1675
25/11/2015;0,159687
26/11/2015;0,165156
27/11/2015;0,15625
30/11/2015;0,137968
01/12/2015;0,125
02/12/2015;0,12625
03/12/2015;0,135468
04/12/2015;0,125156
07/12/2015;0,131093
08/12/2015;0,124218
09/12/2015;0,126718
10/12/2015;0,132812
11/12/2015;0,125468
14/12/2015;0,122343
