time;target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2016;51118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2016;49422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2016;49661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2016;48648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2016;48915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/06/2016;49412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2016;49534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2016;50329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2016;50838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2016;50156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2016;51560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2016;50105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2016;49246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/06/2016;50007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2016;51002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2016;51527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2016;52233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2016;52569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2016;51842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2016;51902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2016;52015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2016;53141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2016;53960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2016;54256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/07/2016;54598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2016;55481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2016;55578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2016;56484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2016;56698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/07/2016;56578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2016;56641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2016;57002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2016;56873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2016;56783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/07/2016;56853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/07/2016;56667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2016;57308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2016;56756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/08/2016;56162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/08/2016;57077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/08/2016;57594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2016;57661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2016;57635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/08/2016;57689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/08/2016;56920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/08/2016;58300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/08/2016;58298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2016;59146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/08/2016;58855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/08/2016;59324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/08/2016;59166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/08/2016;59099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2016;57781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/08/2016;58020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/08/2016;57718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/08/2016;57722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/08/2016;57716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2016;58610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/08/2016;58575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2016;57901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/2016;58236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/09/2016;59616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2016;59566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/09/2016;60129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/09/2016;60232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/09/2016;58000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2016;58586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/09/2016;56821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/09/2016;57059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/09/2016;57909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/09/2016;57080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2016;57350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/09/2016;57736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/09/2016;58394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/09/2016;58994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/09/2016;58697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2016;58054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/09/2016;58382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/09/2016;59356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/09/2016;58351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2016;58367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/10/2016;59461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/10/2016;59339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/10/2016;60254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/10/2016;60644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/10/2016;61109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/2016;61668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/10/2016;61022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/2016;61119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/10/2016;61767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/2016;62696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/10/2016;63782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/10/2016;63506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/10/2016;63838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/10/2016;64108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/10/2016;64060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/10/2016;63866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/10/2016;63826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/10/2016;64250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/10/2016;64308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2016;64925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/2016;63326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/11/2016;61750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/11/2016;61598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/11/2016;64052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/11/2016;64158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/11/2016;63258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/11/2016;61201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/11/2016;59184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/2016;59657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/11/2016;60759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/11/2016;59770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/11/2016;59962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/2016;61070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/11/2016;61954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/11/2016;61986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/11/2016;61396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/11/2016;61559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/2016;62855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/11/2016;60987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2016;61906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/2016;59507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/12/2016;60316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/12/2016;59832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/12/2016;61088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/12/2016;61414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/12/2016;60677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/12/2016;60501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/2016;59179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/12/2016;59281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/12/2016;58212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/12/2016;58396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/12/2016;58389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/12/2016;57111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/12/2016;57583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/12/2016;57647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/12/2016;57255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/12/2016;57937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/12/2016;58620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/12/2016;58697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/12/2016;59782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/12/2016;60227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2017;59589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2017;61814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2017;61589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2017;62071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2017;61665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2017;61700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2017;62132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2017;62446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2017;63954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2017;63652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2017;63831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2017;64354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2017;64150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2017;63951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2017;64521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2017;65749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2017;65840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2017;66191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2017;66034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2017;64302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2017;64671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2017;64836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2017;64578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2017;64954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2017;63993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2017;64199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2017;64835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2017;64965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2017;66125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2017;66968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2017;66713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2017;67976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/02/2017;67814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2017;67748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2017;68533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2017;69052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2017;68590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2017;67461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2017;66662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2017;66989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2017;65855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2017;66786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2017;66341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/03/2017;65742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/03/2017;64718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/03/2017;64585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/03/2017;64675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2017;65534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/03/2017;64699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/03/2017;66235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/2017;65783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2017;64210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2017;64884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2017;62980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/2017;63521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2017;63531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2017;63854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2017;64308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2017;64640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/03/2017;65528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2017;65266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2017;64984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2017;65211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2017;65769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/2017;64775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2017;64223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2017;64593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2017;64650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2017;64360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2017;63892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2017;62826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2017;64335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2017;64159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/2017;63407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/04/2017;63761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2017;64389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2017;65148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/04/2017;64862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/04/2017;64677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/04/2017;65403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/2017;66722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2017;66094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2017;64863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2017;65710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2017;65526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2017;66278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/05/2017;67350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;67538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;68222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2017;68474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;68684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;67540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2017;61597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;62639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2017;61673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2017;62662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/05/2017;63257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/05/2017;63227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2017;64085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2017;63761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2017;63962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2017;62711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2017;62289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/2017;62511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2017;62450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2017;62955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/06/2017;63171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/06/2017;62756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2017;62211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2017;61700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2017;61829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2017;61923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2017;61774,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/06/2017;61626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2017;62014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2017;60766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2017;60762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2017;61272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2017;61087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2017;62188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2017;61675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/06/2017;62018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2017;62239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2017;62900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2017;63280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2017;63232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2017;63154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2017;62470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2017;62322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2017;63025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2017;63832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2017;64836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/07/2017;65178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2017;65436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2017;65212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2017;65338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2017;65180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/07/2017;64938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2017;64684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2017;65100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2017;65668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2017;65011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/07/2017;65277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/07/2017;65497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2017;65920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2017;66516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/08/2017;67136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/08/2017;66777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/08/2017;66898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/08/2017;67940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2017;67899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/08/2017;67671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/08/2017;66992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/08/2017;67359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/08/2017;68285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2017;68355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/08/2017;68594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/08/2017;67977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/08/2017;68715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/08/2017;68635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2017;70011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/08/2017;70478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/08/2017;71133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/08/2017;71074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/08/2017;71017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2017;71330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/08/2017;70886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2017;70835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/2017;71923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/09/2017;72129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2017;72151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/09/2017;73412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/09/2017;73245,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/09/2017;73079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/09/2017;74319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2017;74539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/09/2017;74788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/09/2017;74657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/09/2017;75757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/09/2017;75990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2017;75974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/09/2017;76004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/09/2017;75604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/09/2017;75390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/09/2017;74443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2017;74319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/09/2017;73797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/09/2017;73567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/09/2017;74294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/10/2017;74360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/10/2017;76763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/10/2017;76591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/10/2017;76618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/10/2017;76055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/10/2017;75727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/2017;76897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/10/2017;76660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/10/2017;76825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/2017;76990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/10/2017;76892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/2017;76201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/10/2017;76591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/10/2017;76283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/10/2017;76391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/10/2017;75413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/10/2017;76350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/10/2017;76671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/10/2017;75896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/10/2017;75976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/10/2017;74800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2017;74308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/2017;73824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/11/2017;73869,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/11/2017;73915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/11/2017;74311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
